member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,earliest_cr_line,inq_last_6mths,open_acc,revol_util,total_acc,total_rec_prncp,issue_year,issue_month,issue_quarter,months_since_ecr,region,income_category
691631,1000,1000,1000.0, 36 months,7.51,31.12,A,A4,10,RENT,48000.0,Not Verified,2010-06-01,Charged Off,vacation,NV,15.47,2000-11-01,0,8,7.1,17,785.08,2010,6,2,115,West,Low
691611,2500,2500,2500.0, 36 months,7.14,77.36,A,A3,10,OWN,8412.0,Not Verified,2010-06-01,Charged Off,other,WI,16.41,1971-05-01,2,12,0.0,30,638.56,2010,6,2,469,MidWest,Low
690194,8000,8000,7950.0, 36 months,10.38,259.57,B,B1,2,RENT,50004.0,Verified,2010-06-01,Charged Off,other,MA,23.88,2000-04-01,2,8,57.5,22,965.52,2010,6,2,122,NorthEast,Medium
691402,7000,7000,6975.0, 60 months,17.19,174.69,E,E3,10,MORTGAGE,85000.0,Verified,2010-07-01,Charged Off,wedding,NY,10.45,1999-07-01,2,6,97.0,11,2868.1,2010,7,3,132,NorthEast,Medium
691321,15400,15400,15124.73098, 60 months,11.86,341.48,B,B5,8,RENT,85000.0,Verified,2010-06-01,Charged Off,debt_consolidation,KY,21.05,1996-04-01,1,5,32.6,23,8122.88,2010,6,2,170,SouthEast,Medium
691171,8250,8250,8200.0, 36 months,13.61,280.41,C,C2,6,RENT,76000.0,Source Verified,2010-06-01,Charged Off,other,CA,10.26,1999-07-01,0,6,61.5,9,1958.93,2010,6,2,131,West,Medium
691137,24000,24000,24000.0, 60 months,17.56,603.72,E,E4,3,MORTGAGE,180000.0,Verified,2010-07-01,Charged Off,credit_card,IL,11.04,1985-08-01,0,7,86.9,33,6829.14,2010,7,3,299,MidWest,High
690953,25000,20325,20325.0, 60 months,19.04,527.69,F,F3,4,MORTGAGE,72000.0,Source Verified,2010-07-01,Charged Off,debt_consolidation,CO,19.17,1996-10-01,1,7,97.0,17,3437.48,2010,7,3,165,West,Medium
690938,3500,3500,3500.0, 36 months,11.86,116.02,B,B5,3,RENT,45000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,VA,5.89,1991-07-01,0,10,41.1,26,2495.6,2010,6,2,227,SouthEast,Low
690718,2400,2400,2400.0, 36 months,13.98,82.01,C,C3,2,RENT,30720.0,Source Verified,2010-06-01,Charged Off,other,MA,14.73,2002-11-01,1,5,60.2,7,662.94,2010,6,2,91,NorthEast,Low
689575,17000,17000,16907.52324, 60 months,11.49,373.79,B,B4,2,RENT,30996.0,Source Verified,2010-06-01,Charged Off,debt_consolidation,MO,14.13,1990-11-01,0,9,48.0,17,8116.86,2010,6,2,235,MidWest,Low
690565,7000,7000,6975.0, 60 months,18.67,180.32,F,F2,4,RENT,27000.0,Source Verified,2010-06-01,Charged Off,other,DE,4.62,1997-12-01,1,5,49.1,12,0.0,2010,6,2,150,SouthEast,Low
690234,2000,2000,2000.0, 36 months,11.49,65.95,B,B4,10,OWN,56000.0,Not Verified,2010-06-01,Charged Off,small_business,CT,13.26,1978-06-01,2,14,84.7,23,1217.74,2010,6,2,384,NorthEast,Medium
689005,10000,10000,10000.0, 60 months,11.49,219.88,B,B4,10,MORTGAGE,73200.0,Not Verified,2010-06-01,Charged Off,small_business,OH,14.56,1984-06-01,4,16,19.4,43,1704.13,2010,6,2,312,MidWest,Medium
689898,8000,8000,8000.0, 60 months,15.58,192.77,D,D3,2,RENT,200000.0,Source Verified,2010-06-01,Charged Off,other,TX,11.29,1998-11-01,0,16,78.1,26,840.82,2010,6,2,139,SouthWest,High
689844,15250,15250,15250.0, 60 months,15.58,367.46,D,D3,2,MORTGAGE,65000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,WA,9.66,1994-03-01,0,13,44.5,35,10255.34,2010,6,2,195,West,Medium
689742,8500,8500,8500.0, 60 months,16.32,208.16,D,D5,10,MORTGAGE,45000.0,Not Verified,2010-06-01,Charged Off,small_business,SC,11.49,1998-03-01,1,6,55.6,15,2461.21,2010,6,2,147,SouthEast,Low
689666,8000,8000,8000.0, 36 months,13.98,273.35,C,C3,3,RENT,21996.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,GA,6.82,1996-01-01,0,5,95.2,6,801.06,2010,6,2,173,SouthEast,Low
689690,9800,9800,9800.0, 36 months,11.49,323.12,B,B4,10,MORTGAGE,65000.0,Not Verified,2010-06-01,Charged Off,small_business,MO,22.38,1983-11-01,1,6,44.2,17,2896.01,2010,6,2,319,MidWest,Medium
689470,10000,10000,9474.98355, 36 months,7.88,312.82,A,A5,5,RENT,30720.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,WA,20.47,1995-09-01,3,5,1.3,14,1250.26,2010,6,2,177,West,Low
686521,16750,16750,16725.0, 60 months,15.21,400.34,D,D2,10,MORTGAGE,52000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,NY,24.44,1991-08-01,1,10,69.4,34,4976.35,2010,6,2,226,NorthEast,Medium
689286,11200,11200,11200.0, 60 months,17.93,283.99,E,E5,3,MORTGAGE,36240.0,Verified,2010-07-01,Charged Off,debt_consolidation,WA,9.47,2004-03-01,0,11,52.1,13,1244.47,2010,7,3,76,West,Low
688284,3600,3600,3600.0, 60 months,17.93,91.28,E,E5,2,RENT,15000.0,Verified,2010-06-01,Charged Off,debt_consolidation,CA,1.28,2007-03-01,3,2,35.6,3,443.36,2010,6,2,39,West,Low
688882,5275,5275,5275.0, 36 months,14.72,182.14,C,C5,4,RENT,15600.0,Not Verified,2010-06-01,Charged Off,other,GA,1.82,2005-04-01,0,5,72.4,8,3722.61,2010,6,2,62,SouthEast,Low
688335,3000,3000,2900.0, 36 months,11.86,99.45,B,B5,1,RENT,18000.0,Verified,2010-06-01,Charged Off,moving,TX,3.33,2006-09-01,2,4,16.3,4,139.53,2010,6,2,45,SouthWest,Low
688280,15000,15000,14900.0, 36 months,15.21,521.53,D,D2,10,RENT,54000.0,Verified,2010-06-01,Charged Off,debt_consolidation,CA,18.73,1997-12-01,0,6,63.1,16,5400.17,2010,6,2,150,West,Medium
687836,5000,5000,5000.0, 36 months,15.95,175.67,D,D4,4,RENT,59000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,NY,19.57,1994-04-01,1,7,99.9,15,1909.02,2010,6,2,194,NorthEast,Medium
687771,2500,2500,2450.0, 36 months,13.98,85.42,C,C3,1,RENT,52180.0,Not Verified,2010-06-01,Charged Off,other,WA,11.77,1998-02-01,0,8,99.2,25,170.22,2010,6,2,148,West,Medium
687674,4550,4550,4450.0, 60 months,7.88,92.0,A,A5,5,MORTGAGE,80000.0,Not Verified,2010-06-01,Charged Off,major_purchase,PA,1.88,1995-04-01,2,6,51.6,9,2424.88,2010,6,2,182,NorthEast,Medium
687675,7000,7000,6938.995242, 36 months,11.86,232.04,B,B5,5,OWN,24000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,OH,16.55,1995-10-01,2,4,63.1,17,5929.82,2010,6,2,176,MidWest,Low
686432,2700,2700,2500.0, 36 months,10.75,88.08,B,B2,10,RENT,24000.0,Not Verified,2010-06-01,Charged Off,major_purchase,FL,11.35,2005-06-01,0,5,57.2,10,1856.62,2010,6,2,60,SouthEast,Low
687411,7600,7600,7592.780013, 36 months,13.23,256.92,C,C1,1,RENT,67680.0,Verified,2010-06-01,Charged Off,credit_card,CA,24.56,1994-10-01,0,10,88.6,22,4493.1,2010,6,2,188,West,Medium
687353,5000,5000,5000.0, 36 months,15.58,174.76,D,D3,4,RENT,18600.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,FL,13.68,2006-06-01,0,6,80.3,8,1541.05,2010,6,2,48,SouthEast,Low
686739,16000,16000,15900.0, 60 months,15.58,385.53,D,D3,2,MORTGAGE,78000.0,Verified,2010-06-01,Charged Off,debt_consolidation,MN,8.57,1997-10-01,1,9,34.3,22,15078.61,2010,6,2,152,MidWest,Medium
686385,15000,15000,14769.94995, 36 months,10.75,489.31,B,B2,3,RENT,48564.0,Verified,2010-06-01,Charged Off,debt_consolidation,NY,21.89,2002-01-01,1,7,51.6,12,9613.12,2010,6,2,101,NorthEast,Low
686598,18000,18000,16274.99702, 60 months,16.32,440.8,D,D5,4,MORTGAGE,90000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,CA,21.92,1991-02-01,1,19,79.2,44,394.33,2010,6,2,232,West,Medium
686410,8000,8000,7250.0, 36 months,10.38,259.57,B,B1,0,OWN,40000.0,Not Verified,2010-06-01,Charged Off,major_purchase,TX,2.4,1979-04-01,0,3,13.5,10,5995.17,2010,6,2,374,SouthWest,Low
686156,3000,3000,3000.0, 60 months,16.45,73.68,E,E1,2,RENT,22000.0,Source Verified,2010-06-01,Charged Off,small_business,FL,9.0,2006-12-01,0,4,83.0,7,201.3,2010,6,2,42,SouthEast,Low
686169,4000,4000,4000.0, 36 months,11.49,131.89,B,B4,3,MORTGAGE,75000.0,Not Verified,2010-06-01,Charged Off,renewable_energy,UT,9.39,2001-07-01,1,10,86.7,23,974.16,2010,6,2,107,West,Medium
673928,7750,7750,7750.0, 60 months,13.98,180.25,C,C3,10,MORTGAGE,65000.0,Source Verified,2010-06-01,Charged Off,credit_card,CA,18.72,1987-12-01,2,12,66.6,21,3588.81,2010,6,2,270,West,Medium
685561,25000,16800,15530.55, 36 months,15.58,587.17,D,D3,3,MORTGAGE,91200.0,Verified,2010-06-01,Charged Off,debt_consolidation,SC,20.83,1998-01-01,3,11,77.5,25,6060.55,2010,6,2,149,SouthEast,Medium
684513,10000,10000,9879.752107, 60 months,13.61,230.67,C,C2,6,RENT,30000.0,Source Verified,2010-06-01,Charged Off,major_purchase,NJ,16.84,2006-02-01,3,10,4.0,16,4150.75,2010,6,2,52,NorthEast,Low
684739,9250,6475,6419.856046, 60 months,10.75,139.98,B,B2,4,MORTGAGE,102000.0,Verified,2010-06-01,Charged Off,small_business,CA,3.41,1999-12-01,0,6,0.0,10,4154.85,2010,6,2,126,West,High
685051,1500,1500,1500.0, 36 months,11.49,49.46,B,B4,10,RENT,30000.0,Not Verified,2010-06-01,Charged Off,other,CA,1.32,1985-04-01,0,7,5.1,19,1398.64,2010,6,2,302,West,Low
684991,1200,1200,1200.0, 36 months,14.35,41.22,C,C4,3,RENT,26400.0,Not Verified,2010-06-01,Charged Off,other,VA,21.45,1982-08-01,1,4,31.1,21,960.2,2010,6,2,334,SouthEast,Low
684921,10000,10000,9200.0, 60 months,11.86,221.74,B,B5,2,RENT,73000.0,Verified,2010-06-01,Charged Off,debt_consolidation,NY,22.31,1999-03-01,0,10,83.0,30,1688.33,2010,6,2,135,NorthEast,Medium
684889,5000,5000,5000.0, 60 months,15.21,119.51,D,D2,2,MORTGAGE,55000.0,Not Verified,2010-06-01,Charged Off,major_purchase,CT,5.08,2000-06-01,0,6,67.2,7,1845.49,2010,6,2,120,NorthEast,Medium
684485,2500,2500,2500.0, 36 months,14.84,86.47,D,D1,10,RENT,10800.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,WA,9.33,1996-02-01,1,8,40.1,26,873.5,2010,6,2,172,West,Low
684356,10000,10000,9250.0, 36 months,7.14,309.42,A,A3,9,MORTGAGE,135000.0,Verified,2010-06-01,Charged Off,other,VA,6.17,1999-02-01,1,7,16.0,20,7513.18,2010,6,2,136,SouthEast,High
684409,4750,4750,4750.0, 36 months,14.72,164.01,C,C5,10,OWN,10400.0,Verified,2010-06-01,Charged Off,small_business,CO,3.0,1999-12-01,0,6,33.6,10,0.0,2010,6,2,126,West,Low
684400,1600,1600,1600.0, 60 months,11.12,34.89,B,B3,10,RENT,71200.0,Verified,2010-06-01,Charged Off,other,MD,14.8,1977-01-01,1,5,80.0,16,40.23,2010,6,2,401,SouthEast,Medium
641328,24000,15200,9200.02, 60 months,17.19,379.32,E,E3,1,RENT,39804.0,Verified,2010-06-01,Charged Off,debt_consolidation,OK,9.5,1995-10-01,2,9,12.7,27,1179.69,2010,6,2,176,SouthWest,Low
684345,2000,2000,2000.0, 60 months,13.98,46.52,C,C3,10,RENT,22800.0,Not Verified,2010-06-01,Charged Off,car,AZ,13.63,1998-08-01,3,5,23.7,7,1773.66,2010,6,2,142,West,Low
684199,6500,6500,6450.0, 60 months,11.12,141.72,B,B3,6,MORTGAGE,40000.0,Source Verified,2010-06-01,Charged Off,major_purchase,PA,12.78,2001-11-01,0,9,49.7,17,1040.47,2010,6,2,103,NorthEast,Low
684165,7000,7000,6895.951304, 60 months,17.56,176.09,E,E4,4,MORTGAGE,68000.0,Source Verified,2010-06-01,Charged Off,debt_consolidation,MD,13.54,2005-09-01,1,14,50.4,30,699.79,2010,6,2,57,SouthEast,Medium
683637,24000,24000,23308.0163, 60 months,16.32,587.73,D,D5,3,MORTGAGE,132000.0,Verified,2010-06-01,Charged Off,small_business,PA,12.67,1995-08-01,1,8,41.6,24,13775.33,2010,6,2,178,NorthEast,High
683259,15000,15000,14898.49099, 60 months,19.41,392.51,F,F4,10,RENT,60000.0,Verified,2010-06-01,Charged Off,debt_consolidation,CA,15.06,1999-04-01,0,3,94.2,12,6199.38,2010,6,2,134,West,Medium
683219,10000,10000,9974.175835, 60 months,15.95,242.92,D,D4,10,MORTGAGE,51600.0,Not Verified,2010-06-01,Charged Off,other,MA,10.28,1993-05-01,3,9,61.6,25,3375.68,2010,6,2,205,NorthEast,Medium
683092,12000,12000,11652.2513, 60 months,13.23,274.46,C,C1,0,RENT,40000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,MA,20.49,2002-01-01,2,6,87.7,27,9031.25,2010,6,2,101,NorthEast,Low
682858,10000,10000,8721.459326, 60 months,17.56,251.55,E,E4,2,RENT,30000.0,Source Verified,2010-06-01,Charged Off,debt_consolidation,NV,20.72,1997-06-01,3,13,89.4,21,2229.85,2010,6,2,156,West,Low
683162,18250,18250,12186.38922, 36 months,16.82,649.03,E,E2,10,MORTGAGE,48000.0,Not Verified,2010-06-01,Charged Off,major_purchase,SC,18.68,2002-10-01,1,7,79.6,9,14587.45,2010,6,2,92,SouthEast,Low
683131,14000,11525,9759.67704, 36 months,7.88,360.52,A,A5,0,RENT,30548.0,Source Verified,2010-06-01,Charged Off,debt_consolidation,OR,18.38,1998-11-01,0,9,64.7,32,4783.06,2010,6,2,139,West,Low
681457,11200,11200,11164.15988, 36 months,13.23,378.62,C,C1,7,RENT,34800.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,VA,7.07,1995-06-01,0,10,41.2,22,10435.47,2010,6,2,180,SouthEast,Low
674338,1750,1750,1750.0, 36 months,13.61,59.48,C,C2,3,MORTGAGE,38400.0,Not Verified,2010-06-01,Charged Off,major_purchase,NJ,16.34,1996-05-01,0,4,43.4,15,1132.98,2010,6,2,169,NorthEast,Low
678227,16000,16000,15609.52286, 60 months,18.3,408.92,F,F1,4,RENT,48000.0,Verified,2010-06-01,Charged Off,debt_consolidation,MD,10.72,1997-07-01,0,7,72.4,18,4262.35,2010,6,2,155,SouthEast,Low
682755,8400,8400,8250.0, 60 months,13.23,192.12,C,C1,2,RENT,45000.0,Not Verified,2010-06-01,Charged Off,educational,FL,10.67,1980-07-01,2,9,72.5,11,718.65,2010,6,2,359,SouthEast,Low
680745,8500,8500,8446.808538, 60 months,11.49,186.9,B,B4,4,MORTGAGE,27000.0,Not Verified,2010-06-01,Charged Off,home_improvement,FL,0.89,2005-12-01,0,12,2.0,22,2679.28,2010,6,2,54,SouthEast,Low
682252,7000,7000,6970.822365, 60 months,16.45,171.91,E,E1,2,RENT,26004.0,Verified,2010-06-01,Charged Off,other,NY,1.94,2005-01-01,0,5,59.3,7,891.46,2010,6,2,65,NorthEast,Low
682242,8000,8000,7509.254454, 36 months,7.14,247.53,A,A3,9,MORTGAGE,54000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,CA,9.07,1983-05-01,0,10,66.7,19,7169.06,2010,6,2,325,West,Medium
682100,8400,8400,8232.403109, 36 months,14.84,290.54,D,D1,3,RENT,130000.0,Verified,2010-06-01,Charged Off,debt_consolidation,CT,8.28,1995-01-01,3,8,66.0,30,3546.79,2010,6,2,185,NorthEast,High
681962,5600,5600,5475.0, 60 months,15.21,133.85,D,D2,2,RENT,40000.0,Verified,2010-06-01,Charged Off,other,CT,10.32,1998-06-01,3,4,2.4,5,62.64,2010,6,2,144,NorthEast,Low
682006,10000,10000,9700.0, 36 months,14.35,343.48,C,C4,1,MORTGAGE,62000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,SC,20.63,1989-04-01,1,8,89.3,30,2355.06,2010,6,2,254,SouthEast,Medium
681940,6000,6000,5875.0, 36 months,15.58,209.71,D,D3,9,MORTGAGE,65827.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,MD,9.24,2002-09-01,3,4,44.6,8,1247.6,2010,6,2,93,SouthEast,Medium
681822,2400,2400,2400.0, 60 months,16.32,58.78,D,D5,3,RENT,20800.0,Not Verified,2010-06-01,Charged Off,other,TX,10.44,2006-08-01,3,3,0.0,5,216.48,2010,6,2,46,SouthWest,Low
681695,9600,9600,9450.0, 60 months,16.82,237.66,E,E2,2,RENT,54000.0,Source Verified,2010-06-01,Charged Off,debt_consolidation,MD,14.49,2005-08-01,0,6,85.1,14,206.05,2010,6,2,58,SouthEast,Medium
681693,5600,5600,5375.0, 36 months,11.12,183.66,B,B3,10,RENT,72000.0,Source Verified,2010-06-01,Charged Off,moving,GA,19.85,2001-01-01,0,11,73.7,16,1654.82,2010,6,2,113,SouthEast,Medium
681269,6000,6000,5795.398072, 36 months,11.86,198.89,B,B5,4,RENT,81000.0,Source Verified,2010-06-01,Charged Off,moving,IL,17.44,1998-03-01,0,10,84.4,18,3552.63,2010,6,2,147,MidWest,Medium
680806,14000,14000,13706.2877, 60 months,16.82,346.59,E,E2,4,MORTGAGE,80000.0,Not Verified,2010-06-01,Charged Off,home_improvement,MA,14.05,1994-10-01,0,12,94.6,20,5821.42,2010,6,2,188,NorthEast,Medium
680659,18000,11750,9075.0, 60 months,11.12,256.18,B,B3,1,MORTGAGE,73000.0,Source Verified,2010-06-01,Charged Off,home_improvement,CA,1.33,1987-12-01,1,10,2.2,25,902.78,2010,6,2,270,West,Medium
577136,3600,3600,3502.823267, 60 months,7.88,72.79,A,A5,2,RENT,30000.0,Not Verified,2010-06-01,Charged Off,credit_card,DE,21.08,1994-06-01,1,7,30.5,20,2487.69,2010,6,2,192,SouthEast,Low
680485,14500,14500,14457.63668, 36 months,15.95,509.42,D,D4,10,MORTGAGE,89000.0,Source Verified,2010-06-01,Charged Off,debt_consolidation,TX,23.87,1999-12-01,3,16,89.5,36,3711.07,2010,6,2,126,SouthWest,Medium
680144,8400,8400,8395.97977, 60 months,17.93,212.99,E,E5,10,MORTGAGE,20000.0,Source Verified,2010-06-01,Charged Off,major_purchase,MN,4.2,2006-04-01,1,6,48.7,9,1563.53,2010,6,2,50,MidWest,Low
674813,25000,15425,13523.58638, 60 months,13.61,355.81,C,C2,2,RENT,60000.0,Verified,2010-06-01,Charged Off,credit_card,AL,22.34,1991-11-01,0,5,42.5,36,9352.27,2010,6,2,223,SouthEast,Medium
679699,15000,15000,14899.25155, 60 months,19.41,392.51,F,F4,10,MORTGAGE,70000.0,Verified,2010-06-01,Charged Off,debt_consolidation,OR,16.3,1994-09-01,0,8,94.3,14,3493.32,2010,6,2,189,West,Medium
679447,2000,2000,2000.0, 36 months,14.84,69.18,D,D1,0,RENT,45000.0,Not Verified,2010-06-01,Charged Off,other,CO,10.61,2005-07-01,2,5,88.1,8,1597.37,2010,6,2,59,West,Low
679443,4800,4800,4689.611856, 60 months,11.86,106.44,B,B5,10,RENT,62000.0,Verified,2010-06-01,Charged Off,small_business,CA,6.23,2001-06-01,1,5,0.0,13,2439.71,2010,6,2,108,West,Medium
679338,4000,4000,3831.118279, 60 months,11.12,87.21,B,B3,1,RENT,32656.0,Source Verified,2010-06-01,Charged Off,major_purchase,FL,16.35,2001-04-01,0,15,16.4,23,2772.19,2010,6,2,110,SouthEast,Low
678704,1500,1500,1500.0, 36 months,16.82,53.35,E,E2,8,RENT,39996.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,FL,13.05,2001-09-01,2,2,49.1,5,379.64,2010,6,2,105,SouthEast,Low
679252,10000,6800,3599.999348, 60 months,13.98,158.16,C,C3,0,RENT,54000.0,Not Verified,2010-06-01,Charged Off,other,AZ,23.15,1994-03-01,3,7,38.3,9,403.47,2010,6,2,195,West,Medium
678872,15000,15000,14764.62987, 60 months,15.58,361.44,D,D3,9,MORTGAGE,46000.0,Source Verified,2010-06-01,Charged Off,debt_consolidation,OH,21.47,1995-12-01,1,13,74.0,21,2939.09,2010,6,2,174,MidWest,Low
678554,24000,24000,21628.99378, 60 months,19.04,623.11,F,F3,3,RENT,60204.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,CA,18.68,1997-01-01,1,5,95.2,16,12719.51,2010,6,2,161,West,Medium
678596,14000,8175,8168.995532, 60 months,15.95,198.59,D,D4,1,MORTGAGE,70000.0,Not Verified,2010-06-01,Charged Off,educational,GA,12.1,2002-04-01,2,14,10.4,35,3629.3,2010,6,2,98,SouthEast,Medium
678473,1500,1500,1500.0, 60 months,17.56,37.74,E,E4,0,RENT,42000.0,Not Verified,2010-06-01,Charged Off,educational,TX,3.17,1984-08-01,1,3,56.6,4,1246.45,2010,6,2,310,SouthWest,Low
678284,10000,10000,9940.49486, 60 months,17.93,253.56,E,E5,1,MORTGAGE,99000.0,Not Verified,2010-06-01,Charged Off,other,PA,4.07,1980-01-01,0,12,35.0,30,767.92,2010,6,2,365,NorthEast,Medium
678265,1400,1400,1400.0, 36 months,11.86,46.41,B,B5,0,RENT,4080.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,CA,13.24,2007-02-01,0,8,22.1,8,831.15,2010,6,2,40,West,Low
678257,15000,15000,14557.63661, 36 months,15.95,526.99,D,D4,10,RENT,36144.0,Verified,2010-06-01,Charged Off,debt_consolidation,CA,13.68,2005-10-01,0,3,94.9,12,5376.2,2010,6,2,56,West,Low
665211,5000,5000,4500.0, 36 months,11.86,165.74,B,B5,2,MORTGAGE,70000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,TX,14.76,2002-04-01,3,3,0.0,17,4504.39,2010,6,2,98,SouthWest,Medium
678164,18000,12025,11968.87837, 60 months,15.21,287.41,D,D2,9,MORTGAGE,90000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,GA,11.55,1991-01-01,1,10,19.4,23,3569.11,2010,6,2,233,SouthEast,Medium
678092,15000,15000,14954.592, 60 months,13.98,348.87,C,C3,10,RENT,43920.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,OK,8.2,1996-02-01,3,10,76.9,29,6448.29,2010,6,2,172,SouthWest,Low
677993,8000,8000,7630.569148, 60 months,13.98,186.07,C,C3,4,RENT,33600.0,Not Verified,2010-06-01,Charged Off,major_purchase,CA,9.25,2004-08-01,0,9,56.3,10,2190.4,2010,6,2,70,West,Low
677920,16750,16750,15200.0, 36 months,10.38,543.47,B,B1,8,MORTGAGE,60996.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,NJ,13.36,1997-06-01,3,12,60.3,41,1613.83,2010,6,2,156,NorthEast,Medium
677910,1600,1600,1600.0, 36 months,7.88,50.05,A,A5,0,RENT,35000.0,Not Verified,2010-06-01,Charged Off,moving,GA,19.82,1998-11-01,2,8,12.5,13,240.71,2010,6,2,139,SouthEast,Low
677733,10000,10000,9856.177826, 60 months,11.49,219.88,B,B4,3,RENT,103000.0,Verified,2010-06-01,Charged Off,car,CA,17.09,1987-03-01,0,13,68.3,25,8670.26,2010,6,2,279,West,High
677016,6000,6000,5875.0, 60 months,11.86,133.05,B,B5,0,MORTGAGE,65000.0,Source Verified,2010-06-01,Charged Off,debt_consolidation,GA,3.9,1998-07-01,0,7,18.9,33,529.41,2010,6,2,143,SouthEast,Medium
675949,10000,10000,9875.0, 60 months,13.98,232.58,C,C3,3,RENT,45000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,CA,5.97,1999-02-01,0,3,16.1,17,1351.24,2010,6,2,136,West,Low
677248,4000,4000,3999.158012, 60 months,15.21,95.61,D,D2,10,MORTGAGE,55000.0,Not Verified,2010-06-01,Charged Off,major_purchase,WA,16.04,1973-01-01,1,10,93.2,30,2612.62,2010,6,2,449,West,Medium
673873,5500,5500,5496.896614, 60 months,13.23,125.8,C,C1,5,MORTGAGE,24000.0,Not Verified,2010-06-01,Charged Off,credit_card,CA,22.75,1983-02-01,0,14,35.9,31,903.17,2010,6,2,328,West,Low
675411,18000,11700,9589.201935, 60 months,11.86,259.44,B,B5,2,MORTGAGE,56004.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,IL,14.93,1992-08-01,2,11,70.7,35,4604.07,2010,6,2,214,MidWest,Medium
664771,13000,8675,8143.767183, 60 months,18.3,221.71,F,F1,2,MORTGAGE,53600.0,Source Verified,2010-06-01,Charged Off,debt_consolidation,CA,20.51,1999-06-01,1,13,89.5,34,2065.62,2010,6,2,132,West,Medium
676166,10000,6900,6801.877648, 60 months,11.86,153.0,B,B5,2,RENT,72000.0,Source Verified,2010-06-01,Charged Off,debt_consolidation,NJ,19.1,1994-02-01,2,11,45.3,29,2276.41,2010,6,2,196,NorthEast,Medium
676890,6000,6000,5995.722752, 36 months,15.95,210.8,D,D4,5,RENT,171000.0,Not Verified,2010-06-01,Charged Off,debt_consolidation,CA,8.27,1998-05-01,1,7,97.8,30,1489.82,2010,6,2,145,West,High
676839,23000,14600,13578.15427, 60 months,17.93,370.19,E,E5,6,RENT,65000.0,Verified,2010-06-01,Charged Off,debt_consolidation,CA,16.3,1989-10-01,0,8,90.7,13,1450.25,2010,6,2,248,West,Medium
676730,22000,15250,15222.99735, 60 months,19.04,395.93,F,F3,10,MORTGAGE,76000.0,Verified,2010-06-01,Charged Off,debt_consolidation,FL,11.05,1994-01-01,0,11,49.6,33,3859.46,2010,6,2,197,SouthEast,Medium
676452,16000,16000,15764.30294, 36 months,14.35,549.57,C,C4,10,MORTGAGE,53000.0,Verified,2010-06-01,Charged Off,credit_card,AL,17.14,1981-01-01,0,13,76.0,26,5226.9,2010,6,2,353,SouthEast,Medium
676207,10000,9900,9645.551839, 36 months,10.38,321.22,B,B1,6,MORTGAGE,125000.0,Not Verified,2010-06-01,Charged Off,other,TX,21.89,1979-06-01,0,9,81.2,17,6123.6,2010,6,2,372,SouthWest,High
675511,18000,11825,11772.9684, 60 months,18.67,304.61,F,F2,3,RENT,65000.0,Verified,2010-06-01,Charged Off,debt_consolidation,NJ,17.34,2002-11-01,1,10,73.9,13,9271.57,2010,6,2,91,NorthEast,Medium
675348,16000,16000,15821.93027, 60 months,11.12,348.84,B,B3,10,MORTGAGE,98268.0,Verified,2010-06-01,Charged Off,debt_consolidation,NY,12.32,1991-05-01,1,12,35.0,41,4168.05,2010,6,2,229,NorthEast,Medium
676085,4200,4200,4169.336992, 60 months,20.9,113.39,G,G3,1,RENT,39999.0,Source Verified,2010-06-01,Charged Off,medical,FL,11.55,2002-12-01,1,3,95.5,8,680.09,2010,6,2,90,SouthEast,Low
676032,3200,3200,3184.702704, 60 months,17.19,79.86,E,E3,4,MORTGAGE,30000.0,Source Verified,2010-05-01,Charged Off,other,CA,12.16,2000-01-01,1,4,98.7,19,103.06,2010,5,2,124,West,Low
675530,20000,13625,13274.51261, 60 months,15.58,328.31,D,D3,1,RENT,86004.0,Verified,2010-06-01,Charged Off,debt_consolidation,CA,17.54,2001-01-01,1,12,67.8,18,2486.03,2010,6,2,113,West,Medium
